provision_id,provision_uri,legislation_id,legislation_title,section_type,schedule_number,schedule_title,part_number,part_title,chapter_number,chapter_title,class_block,sub_block,provision_number,provision_level,parent_provision_id,text,status,restrict_start_date,restrict_end_date,restrict_extent
schedule-2-part-20-crossheading-class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use_paragraph-AB.2-7-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use/paragraph/AB.2/7/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AB - new dwellinghouses on terrace buildings in commercial or mixed use,,b,P3,schedule-2-part-20-crossheading-class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use_paragraph-AB.2-7,the address or location of the development; and,valid,,,
schedule-2-part-20-crossheading-class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use_paragraph-AB.2-7-c,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use/paragraph/AB.2/7/c,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AB - new dwellinghouses on terrace buildings in commercial or mixed use,,c,P3,schedule-2-part-20-crossheading-class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use_paragraph-AB.2-7,the date of completion.,valid,,,
schedule-2-part-20-crossheading-class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use_paragraph-AB.2-8,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use/paragraph/AB.2/8,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AB - new dwellinghouses on terrace buildings in commercial or mixed use,,8,P2,schedule-2-part-20-crossheading-class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use_paragraph-AB.2,"Following the development, every dwellinghouse in the building must remain in use as a dwellinghouse within the meaning of Class C3 of the Schedule to the Use Classes Order and for no other purpose, except to the extent that the other purpose is ancillary to the primary use as a dwellinghouse.",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,AC,P1,,,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC/1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,1,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC,"Development consisting of works for the construction of new dwellinghouses immediately above the topmost storey on a terrace building in use as a single dwellinghouse within the meaning of Class C3 of the Schedule to the Use Classes Order, where the development comprises— together with any development under sub-paragraph (2).",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-1-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC/1/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,a,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-1,"up to two additional storeys, in the case of an existing dwellinghouse consisting of two or more storeys;",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-1-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC/1/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,b,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-1,"one additional storey, in the case of an existing dwellinghouse consisting of one storey,",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-2,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC/2,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,2,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC,Development consisting of any or all—,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-2-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC/2/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,a,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-2,engineering operations reasonably necessary to construct the additional storeys and new dwellinghouses;,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-2-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC/2/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,b,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-2,"works for the construction of appropriate and safe access to and egress from the new and existing dwellinghouses, including means of escape from fire, via additional external doors or external staircases;",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-2-c,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC/2/c,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,c,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC-2,"works for the construction of storage, waste or other ancillary facilities reasonably necessary to support the new dwellinghouses.",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,AC.1,P1,,"Development is not permitted by Class AC if— za the permission to use the building as a dwellinghouse has been granted only by virtue of Class MA of Part 3 of this Schedule; a the building was constructed before 1st July 1948 or after 5th March 2018; b on 5th March 2018 the building was in a use other than— i a use falling within Class C3 (dwellinghouses) of the Schedule to the Use Classes Order; or ii a use or mixed use within paragraph AA(2)(a) or (b) of this Part; c the additional storeys are constructed other than on the principal part of the dwellinghouse; d the floor to ceiling height of any additional storey, measured internally, would exceed the lower of— i 3 metres; or ii the floor to ceiling height, measured internally, of any storey of the principal part of the existing dwellinghouse; e the new dwellinghouses are not flats; f the height of the highest part of the roof of the extended building would be greater than 18 metres; g the height of the highest part of the roof of the extended building would exceed by more than 3.5 metres the height of the highest part of the roof of every other building in the row of terrace buildings of which it forms part; h the height of the highest part of the roof of the extended building would exceed the height of the highest part of the roof of the existing dwellinghouse by more than— i 3.5 metres, where the existing dwellinghouse consists of one storey; or ii 7 metres, where the existing dwellinghouse consists of more than one storey; i the existing dwellinghouse has been enlarged by the addition of one or more storeys above the original dwellinghouse, whether in reliance on permission granted under Class AA of Part 1 or otherwise; j development under Class AC(2)(a) would include the provision of visible support structures on or attached to the exterior of the building upon completion of the development; k development under Class AC(2)(a) would consist of engineering operations other than works within the existing curtilage of the dwellinghouse to— i strengthen existing walls; ii strengthen existing foundations; or iii install or replace water, drainage, electricity, gas or other services; l development under Class AC(2)(b) would extend beyond the curtilage of the existing dwellinghouse; m development under Class AC(2)(c) would— i extend beyond the curtilage of the existing dwellinghouse; ii be situated on land forward of a wall forming the principal elevation of the existing dwellinghouse; or iii be situated on land forward of a wall fronting a highway and forming a side elevation of the existing dwellinghouse; or n the land or site on which the dwellinghouse is located, is or forms part of— i article 2(3) land; ii a site of special scientific interest; iii a listed building or land within its curtilage; iv a scheduled monument or land within its curtilage; v a safety hazard area; vi a military explosives storage area; or vii land within 3 kilometres of the perimeter of an aerodrome.",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,AC.2,P1,,,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,1,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2,"Where any development under Class AC is proposed, development is permitted subject to the condition that before beginning the development, the developer must apply to the local planning authority for prior approval of the authority as to— and the provisions of paragraph B (prior approval) of this Part apply in relation to that application.",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,a,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,transport and highways impacts of the development;,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,b,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,air traffic and defence asset impacts of the development;,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-c,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/c,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,c,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,contamination risks in relation to the building;,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-d,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/d,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,d,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,flooding risks in relation to the building;,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-e,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/e,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,e,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,"the external appearance of the building, including—",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-e-i,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/e/i,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,i,P4,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-e,i the design and architectural features of— aa the principal elevation; and bb any side elevation that fronts a highway; and,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-e-ii,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/e/ii,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,ii,P4,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-e,ii the impact of any works under paragraph AC(2)(b) or (c);,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-f,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/f,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,f,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,the provision of adequate natural light in all habitable rooms of the new dwellinghouses;,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-g,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/g,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,g,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,"impact on the amenity of the neighbouring premises including overlooking, privacy and the loss of light;",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1-h,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/1/h,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,h,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-1,"whether, because of the siting of the building, the development will impact on a protected view identified in the Directions Relating to Protected Vistas dated 15th March 2012 issued by the Secretary of State,",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-2,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/2,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,2,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2,Any development under Class AC is permitted subject to the following conditions—,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-2-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/2/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,a,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-2,the materials used in any exterior work must be of a similar appearance to those used in the construction of the exterior of the existing dwellinghouse;,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-2-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/2/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,b,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-2,"following the development, the roof pitch of the principal part of the building must be the same as the roof pitch of the principal part of the existing dwellinghouse; and",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-2-c,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/2/c,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,c,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-2,the development must not include a window in any wall or roof slope forming a side elevation of the dwellinghouse.,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-3,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/3,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,3,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2,Any development under Class AC is permitted subject to the condition that it must be completed within a period of 3 years starting with the date prior approval is granted.,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-4,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/4,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,4,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2,"Any development under Class AC is permitted subject to the condition that before beginning the development, the developer must provide the local planning authority with a report for the management of the construction of the development, which sets out the proposed development hours of operation and how any adverse impact of noise, dust, vibration and traffic on occupiers of the building and adjoining owners or occupiers will be mitigated.",valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-5,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/5,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,5,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2,The developer must notify the local planning authority of the completion of the development as soon as reasonably practicable after completion.,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-6,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/6,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,6,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2,The notification referred to in sub-paragraph (5) must be in writing and must include—,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-6-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/6/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,a,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-6,the name of the developer;,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-6-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/6/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,b,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-6,the address or location of the development; and,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-6-c,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/6/c,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,c,P3,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-6,the date of completion.,valid,,,
schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2-7,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses/paragraph/AC.2/7,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 20,Construction of New Dwellinghouses,,,Class AC - new dwellinghouses on terrace buildings in use as dwellinghouses,,7,P2,schedule-2-part-20-crossheading-class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses_paragraph-AC.2,"Following the development, every dwellinghouse in the building must remain in use as a dwellinghouse within the meaning of Class C3 of the Schedule to the Use Classes Order and for no other purpose, except to the extent that the other purpose is ancillary to the primary use as a dwellinghouse.",valid,,,
